Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Is_Weekend,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Duration_Total_Mins
Air India,Delhi,Cochin,2,No info,147.19,21,5,0,20,15,19,15,1380
IndiGo,Chennai,Kolkata,0,No info,47.65,1,5,0,11,35,14,0,145
Jet Airways,Banglore,Delhi,1,No info,295.79,1,3,0,5,45,18,25,760
Air India,Delhi,Cochin,2,No info,140.83,15,5,0,10,55,7,40,1245
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,93.82,12,6,0,14,5,16,20,1575
SpiceJet,Kolkata,Banglore,0,No info,42.6,3,4,0,9,0,11,25,145
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,6,6,0,8,25,16,20,475
Jet Airways,Banglore,Delhi,0,In-flight meal not included,67.58,3,5,0,19,50,22,50,180
Jet Airways,Banglore,Delhi,0,No info,79.52,1,5,0,11,10,14,5,175
Jet Airways,Delhi,Cochin,1,No info,140.44,21,3,0,7,5,18,50,705
Jet Airways,Banglore,Delhi,0,No info,79.52,6,5,0,15,15,18,10,175
Multiple carriers,Delhi,Cochin,1,No info,80.89,12,6,0,11,25,19,15,470
IndiGo,Mumbai,Hyderabad,0,No info,44.54,21,5,0,9,10,10,40,90
Multiple carriers,Delhi,Cochin,1,No info,147.15,27,5,0,11,30,1,30,840
IndiGo,Banglore,Delhi,0,No info,67.58,15,3,0,10,10,13,0,170
Multiple carriers,Delhi,Cochin,1,No info,90.93,15,5,0,6,0,19,15,795
Air India,Delhi,Cochin,2,No info,120.72,15,5,0,7,5,9,25,1580
Multiple carriers,Delhi,Cochin,1,No info,134.11,15,6,1,7,0,19,0,720
Jet Airways,Delhi,Cochin,2,No info,135.0,27,3,0,6,20,19,45,2245
Jet Airways,Banglore,Delhi,1,No info,295.79,1,3,0,14,5,0,45,640
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,166.5,6,3,0,16,0,1,35,575
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,9,6,1,7,5,12,35,330
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,3,6,0,17,30,19,0,1530
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,24.51,24,3,1,15,50,17,20,90
IndiGo,Chennai,Kolkata,0,No info,39.57,27,6,0,19,35,21,55,140
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,15,5,0,6,55,9,30,155
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,108.89,12,6,0,16,30,23,35,425
Multiple carriers,Delhi,Cochin,1,No info,149.46,9,6,1,2,15,11,30,555
Air Asia,Kolkata,Banglore,0,No info,48.5,9,6,1,19,55,22,25,150
IndiGo,Mumbai,Hyderabad,0,No info,24.5,6,5,0,21,20,22,50,90
Air India,Mumbai,Hyderabad,0,No info,54.31,3,3,1,6,20,7,40,80
IndiGo,Kolkata,Banglore,1,No info,102.51,24,3,1,5,35,11,20,345
Jet Airways,Kolkata,Banglore,1,No info,155.66,12,5,1,9,35,18,0,505
Jet Airways,Delhi,Cochin,1,No info,161.85,9,6,1,13,0,19,0,360
Jet Airways,Banglore,Delhi,0,No info,79.52,3,5,0,17,45,20,45,180
Vistara,Chennai,Kolkata,0,No info,131.8,3,5,0,17,45,20,5,140
IndiGo,Banglore,Delhi,0,No info,54.89,12,4,0,18,25,21,20,175
Multiple carriers,Delhi,Cochin,1,No info,100.13,21,5,0,10,35,19,0,505
SpiceJet,Chennai,Kolkata,0,No info,69.3,12,3,0,9,30,12,5,155
Jet Airways,Delhi,Cochin,2,No info,158.85,24,6,0,5,30,12,35,425
Air India,Kolkata,Banglore,1,No info,92.03,12,6,0,9,25,18,30,545
SpiceJet,Delhi,Cochin,1,No info,80.49,18,5,1,15,45,22,5,380
GoAir,Banglore,Delhi,0,No info,42.88,24,3,1,7,45,10,40,175
Jet Airways,Delhi,Cochin,1,No info,161.85,1,6,1,22,50,19,0,1210
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,18,6,0,9,0,11,25,145
Multiple carriers,Delhi,Cochin,1,No info,169.1,1,5,0,9,0,19,15,615
Air India,Kolkata,Banglore,2,No info,123.44,9,5,0,8,20,11,10,1610
Multiple carriers,Delhi,Cochin,1,No info,78.7,24,6,0,4,55,19,15,860
Multiple carriers,Delhi,Cochin,1,No info,167.2,9,3,1,15,15,1,35,620
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,21,3,0,18,40,7,40,780
IndiGo,Delhi,Cochin,1,No info,72.52,3,6,0,16,0,21,0,300
Air India,Kolkata,Banglore,3,No info,143.08,6,5,0,7,0,10,30,1650
Jet Airways,Delhi,Cochin,1,In-flight meal not included,169.4,6,3,0,9,55,18,50,535
Air India,Kolkata,Banglore,1,No info,71.81,9,6,1,14,35,14,35,1440
IndiGo,Delhi,Cochin,1,No info,67.78,24,4,0,4,55,21,0,965
Jet Airways,Banglore,Delhi,1,No info,189.87,6,3,0,14,5,9,0,1135
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,77.7,1,4,0,16,30,20,45,1695
Jet Airways,Delhi,Cochin,2,No info,152.7,9,6,1,11,45,12,35,1490
Vistara,Delhi,Cochin,0,No info,68.38,3,6,0,14,40,17,50,190
Jet Airways,Delhi,Cochin,2,In-flight meal not included,216.08,18,5,1,11,40,19,0,440
Jet Airways,Banglore,Delhi,0,In-flight meal not included,49.98,9,5,0,15,15,18,10,175
IndiGo,Chennai,Kolkata,0,No info,37.22,27,3,0,14,40,17,5,145
IndiGo,Kolkata,Banglore,0,No info,52.84,6,6,0,15,15,17,45,150
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,110.34,24,3,1,19,45,19,40,1435
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,94.45,12,5,1,21,10,8,15,665
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,21,3,0,7,0,13,15,375
Vistara,Kolkata,Banglore,1,No info,110.3,24,5,0,17,0,9,5,965
IndiGo,Mumbai,Hyderabad,0,No info,30.29,18,3,0,12,0,13,25,85
Jet Airways,Delhi,Cochin,1,No info,140.44,21,3,0,8,0,4,25,1225
GoAir,Kolkata,Banglore,1,No info,96.55,9,5,0,16,40,0,15,455
GoAir,Delhi,Cochin,1,No info,86.57,24,6,0,14,25,19,35,310
Air India,Kolkata,Banglore,2,No info,103.58,12,6,0,12,0,11,10,1390
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,23.92,6,5,0,22,45,0,15,90
Multiple carriers,Delhi,Cochin,1,No info,106.11,24,6,0,9,45,22,30,765
Jet Airways,Kolkata,Banglore,1,No info,151.04,24,5,0,20,0,4,40,520
Air India,Banglore,Delhi,2,No info,118.61,18,3,0,8,50,23,25,2315
Jet Airways,Kolkata,Banglore,1,No info,126.14,1,5,0,17,0,14,25,1285
Air India,Delhi,Cochin,1,No info,97.67,3,6,0,7,0,19,15,735
Multiple carriers,Delhi,Cochin,1,No info,74.74,6,6,0,12,50,1,30,760
IndiGo,Delhi,Cochin,1,No info,163.58,3,3,1,7,30,15,30,480
Multiple carriers,Delhi,Cochin,2,No info,379.53,3,3,1,15,5,1,35,630
Air India,Delhi,Cochin,2,No info,120.72,15,6,1,7,5,9,25,1580
Air India,Kolkata,Banglore,2,No info,166.87,24,5,0,9,50,23,15,805
Air India,Kolkata,Banglore,1,No info,77.01,1,5,0,14,35,14,35,1440
Air India,Kolkata,Banglore,1,No info,94.34,18,5,1,9,25,18,30,545
Jet Airways,Delhi,Cochin,2,No info,166.42,9,5,0,19,30,4,25,535
IndiGo,Banglore,Delhi,0,No info,53.05,9,4,0,8,30,11,20,170
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,21,5,0,6,30,19,50,800
Vistara,Kolkata,Banglore,1,No info,88.93,9,6,1,20,20,20,20,1440
Jet Airways,Delhi,Cochin,2,No info,228.22,3,3,1,18,20,4,25,2045
Air India,Kolkata,Banglore,1,No info,112.23,6,5,0,17,30,8,55,925
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,21,5,0,19,45,19,0,1395
Jet Airways,Kolkata,Banglore,1,No info,153.35,12,5,1,6,30,8,15,1545
IndiGo,Delhi,Cochin,1,No info,82.53,18,5,1,10,35,21,0,625
Jet Airways,Delhi,Cochin,1,No info,161.85,1,6,1,9,0,19,0,600
IndiGo,Delhi,Cochin,1,No info,55.59,24,6,0,7,35,12,10,275
GoAir,Banglore,Delhi,0,No info,95.94,15,3,0,20,55,23,50,175
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,94.45,6,5,0,6,30,10,5,1655
Air India,Banglore,Delhi,0,No info,57.51,9,6,1,21,5,23,55,170
Air India,Mumbai,Hyderabad,0,No info,34.1,9,5,0,13,55,15,25,90
IndiGo,Delhi,Cochin,0,No info,71.95,1,6,1,5,35,8,50,195
Multiple carriers,Delhi,Cochin,1,No info,90.93,21,5,0,10,20,19,15,535
IndiGo,Delhi,Cochin,1,No info,72.91,3,6,0,18,35,1,30,415
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,21,5,0,16,30,4,40,730
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,108.89,12,6,0,16,30,22,35,365
IndiGo,Delhi,Cochin,2,No info,68.45,27,3,0,4,55,21,20,985
IndiGo,Kolkata,Banglore,1,No info,59.18,9,6,1,15,15,20,30,315
Multiple carriers,Delhi,Cochin,1,No info,85.14,6,6,0,7,30,21,0,810
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,108.89,12,6,0,6,30,19,50,800
Jet Airways,Banglore,Delhi,0,In-flight meal not included,57.18,18,5,1,11,10,14,5,175
Jet Airways,Kolkata,Banglore,1,No info,158.27,18,5,1,14,5,10,5,1200
Vistara,Kolkata,Banglore,1,No info,89.51,6,5,0,7,10,9,5,1555
Air India,Delhi,Cochin,2,No info,149.5,9,5,0,20,15,19,15,1380
SpiceJet,Kolkata,Banglore,1,No info,93.27,12,5,1,11,35,18,50,435
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,15,5,0,18,55,18,15,1400
Air India,Kolkata,Banglore,1,No info,112.23,12,6,0,17,30,20,25,1615
IndiGo,Delhi,Cochin,1,No info,76.32,12,6,0,14,20,22,30,490
Multiple carriers,Delhi,Cochin,1,No info,106.11,15,6,1,9,45,22,30,765
IndiGo,Delhi,Cochin,1,No info,72.52,1,6,1,16,0,21,0,300
Vistara Premium economy,Chennai,Kolkata,0,No info,100.38,1,3,0,7,5,9,20,135
Multiple carriers,Delhi,Cochin,1,No info,84.37,15,5,0,15,15,1,30,615
Air India,Kolkata,Banglore,2,No info,174.83,6,6,0,14,30,23,15,525
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,61.69,15,5,0,10,20,17,35,435
GoAir,Delhi,Cochin,1,No info,64.26,21,5,0,7,25,13,20,355
SpiceJet,Delhi,Cochin,1,No info,49.13,27,3,0,8,45,13,15,270
IndiGo,Chennai,Kolkata,0,No info,39.57,24,6,0,13,15,15,35,140
Jet Airways,Banglore,Delhi,1,No info,149.1,18,3,0,11,40,23,0,680
Air India,Delhi,Cochin,1,No info,120.77,3,6,0,10,0,19,15,555
Air India,Delhi,Cochin,0,No info,62.41,21,3,0,14,10,17,10,180
Vistara,Banglore,Delhi,0,No info,61.74,27,4,1,9,45,12,35,170
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,62.97,24,3,1,22,20,0,40,140
IndiGo,Banglore,Delhi,0,No info,110.74,9,3,1,16,55,19,45,170
SpiceJet,Banglore,Delhi,0,No check-in baggage included,53.74,12,4,0,9,30,12,20,170
Air India,Delhi,Cochin,1,No info,84.59,9,6,1,6,5,9,25,1640
IndiGo,Delhi,Cochin,1,No info,90.84,3,3,1,20,30,1,35,305
Multiple carriers,Delhi,Cochin,1,No info,81.49,12,6,0,7,0,21,0,840
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,24,5,0,8,25,20,45,740
IndiGo,Delhi,Cochin,1,No info,64.83,24,6,0,11,25,21,0,575
Air India,Kolkata,Banglore,0,No info,48.78,12,3,0,20,45,23,20,155
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,44.55,21,5,0,2,55,4,20,85
IndiGo,Kolkata,Banglore,0,No info,45.91,15,4,0,22,15,0,50,155
Air India,Delhi,Cochin,1,No info,65.53,27,3,0,9,45,9,25,1420
Jet Airways,Kolkata,Banglore,1,No info,139.61,9,6,1,17,0,21,5,1685
IndiGo,Banglore,Delhi,0,No info,80.33,24,3,1,16,55,19,45,170
Air India,Kolkata,Banglore,1,No info,67.29,1,5,0,19,0,11,5,965
IndiGo,Delhi,Cochin,0,No info,66.16,12,5,1,5,35,8,50,195
Air India,Kolkata,Banglore,2,No info,128.06,9,6,1,9,25,5,35,1210
Multiple carriers,Delhi,Cochin,1,No info,83.2,18,5,1,6,40,19,15,755
IndiGo,Banglore,Delhi,0,No info,53.05,24,4,0,16,55,19,55,180
IndiGo,Delhi,Cochin,1,No info,70.86,27,6,0,5,5,16,10,665
Air India,Kolkata,Banglore,1,No info,69.6,9,6,1,19,0,11,5,965
Air India,Delhi,Cochin,1,No info,81.58,27,3,0,9,45,8,15,1350
Air India,Delhi,Cochin,2,No info,160.47,27,5,0,7,10,7,40,1470
Multiple carriers,Delhi,Cochin,1,No info,79.18,12,6,0,10,0,1,30,930
Air India,Delhi,Cochin,1,No info,95.36,27,6,0,7,0,19,15,735
IndiGo,Delhi,Cochin,1,No info,67.02,9,6,1,6,40,21,0,860
Air India,Kolkata,Banglore,2,No info,166.18,9,5,0,14,30,12,30,1320
Air India,Delhi,Cochin,1,No info,92.09,18,5,1,9,0,7,40,1360
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,77.7,1,4,0,8,25,22,35,850
Vistara,Kolkata,Banglore,1,No info,140.05,24,3,1,7,10,22,55,945
SpiceJet,Chennai,Kolkata,0,No info,39.57,27,6,0,17,45,20,5,140
IndiGo,Banglore,Delhi,0,No info,80.33,24,3,1,8,30,11,30,180
Air India,Kolkata,Banglore,2,No info,120.9,6,6,0,5,50,20,25,875
Air India,Banglore,Delhi,1,No info,113.53,9,3,1,10,30,11,20,1490
IndiGo,Banglore,Delhi,0,No info,43.37,6,6,0,13,0,15,50,170
IndiGo,Delhi,Cochin,1,No info,62.0,21,5,0,7,15,12,30,315
IndiGo,Kolkata,Banglore,1,No info,46.95,9,4,0,15,15,20,5,290
Jet Airways,Delhi,Cochin,2,No info,143.15,9,6,1,5,30,19,0,810
Multiple carriers,Delhi,Cochin,1,No info,151.0,9,5,0,9,0,21,0,720
IndiGo,Kolkata,Banglore,0,No info,45.91,9,4,0,15,15,17,45,150
Air India,Delhi,Cochin,2,No info,115.42,27,3,0,12,0,19,15,435
IndiGo,Delhi,Cochin,1,No info,74.73,21,5,0,10,35,21,0,625
IndiGo,Kolkata,Banglore,1,No info,79.51,12,5,1,21,0,2,15,315
Jet Airways,Banglore,Delhi,1,No info,295.79,1,3,0,7,0,18,25,685
Multiple carriers,Delhi,Cochin,1,No info,77.42,1,6,1,7,10,16,10,540
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,77.7,1,4,0,6,30,8,15,1545
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,110.34,24,3,1,21,10,23,25,1575
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,6,5,0,20,0,4,40,520
Air Asia,Banglore,Delhi,0,No info,49.31,1,5,0,23,55,2,45,170
Jet Airways,Banglore,Delhi,0,In-flight meal not included,63.46,3,6,0,8,20,11,20,180
IndiGo,Kolkata,Banglore,0,No info,52.84,24,4,0,15,15,17,45,150
Air India,Kolkata,Banglore,0,No info,45.6,15,5,0,20,45,23,20,155
Air India,Kolkata,Banglore,0,No info,53.68,18,5,1,20,45,23,20,155
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,38.97,6,6,0,9,45,12,0,135
Jet Airways,Banglore,Delhi,1,1 Long layover,307.91,1,3,0,8,55,21,20,745
IndiGo,Delhi,Cochin,1,No info,79.1,9,5,0,7,30,21,0,810
Vistara,Banglore,Delhi,0,No info,59.43,1,4,0,7,0,9,40,160
Jet Airways,Delhi,Cochin,2,In-flight meal not included,173.93,9,6,1,11,40,19,0,440
Jet Airways,Banglore,Delhi,0,In-flight meal not included,49.98,9,4,0,19,50,22,50,180
Air Asia,Delhi,Cochin,1,No info,125.51,3,6,0,16,45,22,25,340
IndiGo,Chennai,Kolkata,0,No info,47.65,3,5,0,11,35,14,0,145
Jet Airways,Banglore,Delhi,0,In-flight meal not included,49.98,15,4,0,17,45,20,45,180
IndiGo,Kolkata,Banglore,1,No info,46.49,24,5,0,6,20,10,20,240
Air India,Kolkata,Banglore,0,No info,45.6,3,6,0,20,45,23,20,155
Multiple carriers,Delhi,Cochin,1,No info,163.33,27,6,0,10,0,19,15,555
IndiGo,Banglore,Delhi,0,No info,37.61,3,4,0,0,30,3,25,175
Jet Airways,Banglore,Delhi,0,No info,79.52,24,3,1,18,55,21,55,180
SpiceJet,Delhi,Cochin,1,No info,64.13,3,6,0,8,45,13,15,270
Jet Airways,Banglore,Delhi,1,In-flight meal not included,120.69,18,3,0,14,5,7,40,1055
Jet Airways,Kolkata,Banglore,1,No info,156.54,24,3,1,18,55,8,10,795
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,9,6,1,18,55,19,50,1495
SpiceJet,Kolkata,Banglore,1,No info,126.15,12,5,1,11,15,18,30,435
Air Asia,Kolkata,Banglore,0,No info,48.5,18,5,1,22,50,1,20,150
IndiGo,Banglore,Delhi,0,No info,44.85,21,6,0,23,30,2,20,170
Jet Airways,Kolkata,Banglore,1,No info,143.74,9,5,0,9,35,21,5,690
IndiGo,Banglore,Delhi,0,No info,53.05,6,6,0,7,10,10,5,175
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,162.99,9,3,1,6,50,19,15,745
IndiGo,Chennai,Kolkata,0,No info,47.59,24,3,1,7,55,10,15,140
Multiple carriers,Delhi,Cochin,1,No info,171.63,3,3,1,7,0,21,0,840
Air India,Kolkata,Banglore,2,No info,152.73,24,3,1,16,45,23,15,1830
Jet Airways,Banglore,Delhi,1,No info,189.87,6,3,0,11,40,9,0,1280
Multiple carriers,Delhi,Cochin,3,No info,171.92,9,6,1,11,35,21,0,565
Air India,Kolkata,Banglore,2,No info,67.29,6,5,0,9,10,4,40,1170
Multiple carriers,Delhi,Cochin,1,No info,147.15,27,5,0,18,15,1,30,435
Jet Airways,Banglore,Delhi,1,No info,295.79,1,3,0,7,0,15,15,495
IndiGo,Banglore,Delhi,0,No info,37.61,15,5,0,0,30,3,25,175
Air India,Kolkata,Banglore,2,No info,164.56,15,5,0,9,50,23,15,805
Air India,Mumbai,Hyderabad,0,No info,123.04,3,3,1,19,30,20,45,75
Air India,Delhi,Cochin,1,No info,92.09,27,5,0,19,0,19,15,1455
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,6,6,0,2,15,12,35,620
Air India,Kolkata,Banglore,2,No info,126.96,12,6,0,16,50,13,45,1255
SpiceJet,Kolkata,Banglore,1,No info,51.14,3,4,0,15,5,20,20,315
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,9,3,1,19,40,21,10,90
SpiceJet,Banglore,Delhi,0,No info,43.68,1,6,1,9,30,12,20,170
Multiple carriers,Delhi,Cochin,1,No info,86.66,3,6,0,7,10,16,10,540
Jet Airways,Delhi,Cochin,2,No info,143.15,27,6,0,5,30,19,0,810
IndiGo,Banglore,Delhi,0,No info,48.65,1,5,0,6,5,8,50,165
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,1,6,1,14,0,4,25,865
Vistara,Banglore,Delhi,0,No info,51.35,27,5,0,9,45,12,35,170
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,21,5,0,21,10,18,15,1265
Jet Airways,Delhi,Cochin,2,In-flight meal not included,114.05,24,6,0,9,40,4,25,1125
IndiGo,Banglore,Delhi,0,No info,50.5,21,4,1,10,10,13,0,170
IndiGo,Delhi,Cochin,1,No info,79.1,6,5,0,18,35,1,30,415
Multiple carriers,Delhi,Cochin,1,No info,107.73,18,5,1,6,0,12,35,395
IndiGo,Banglore,Delhi,0,No info,43.37,1,6,1,4,0,6,50,170
Jet Airways,Kolkata,Banglore,1,No info,149.89,12,6,0,6,30,12,0,330
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,12,5,1,20,0,9,20,800
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,67.02,15,6,1,7,10,16,10,540
Jet Airways,Banglore,Delhi,1,No info,128.89,12,3,0,21,25,7,40,615
Jet Airways,Kolkata,Banglore,1,No info,162.59,18,5,1,20,0,9,20,800
Jet Airways,Banglore,Delhi,0,No info,79.52,3,5,0,6,0,8,45,165
GoAir,Banglore,Delhi,0,No info,42.88,1,6,1,20,55,23,40,165
Jet Airways,Delhi,Cochin,1,No info,161.85,3,6,0,22,50,12,35,825
Multiple carriers,Delhi,Cochin,1,No info,77.05,27,5,0,11,40,21,0,560
IndiGo,Chennai,Kolkata,0,No info,39.57,15,6,1,14,45,17,5,140
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,48.54,18,3,0,6,55,9,35,160
Multiple carriers,Delhi,Cochin,1,No info,168.88,6,3,0,10,20,19,15,535
IndiGo,Banglore,Delhi,0,No info,43.37,1,5,0,10,10,13,0,170
IndiGo,Chennai,Kolkata,0,No info,69.27,15,3,0,13,20,15,35,135
IndiGo,Banglore,Delhi,0,No info,67.58,9,3,1,20,0,22,55,175
Air India,Delhi,Cochin,2,No info,134.83,21,5,0,18,45,19,15,1470
Jet Airways,Delhi,Cochin,2,No info,166.42,21,5,0,13,25,12,35,1390
Jet Airways,Delhi,Cochin,2,In-flight meal not included,143.32,9,5,0,9,40,19,0,560
Air India,Kolkata,Banglore,2,No info,103.58,6,6,0,12,0,11,10,1390
Air India,Delhi,Cochin,0,No info,76.27,3,6,0,18,5,21,10,185
Jet Airways,Kolkata,Banglore,1,No info,126.14,21,5,0,20,25,14,25,1080
Multiple carriers,Delhi,Cochin,1,No info,74.74,3,6,0,15,15,1,30,615
IndiGo,Kolkata,Banglore,0,No info,57.18,27,3,0,15,20,17,55,155
Jet Airways,Delhi,Cochin,1,In-flight meal not included,154.58,9,3,1,17,25,18,50,1525
Vistara,Kolkata,Banglore,1,No info,87.2,1,4,0,7,10,23,25,975
IndiGo,Kolkata,Banglore,0,No info,49.08,18,3,0,10,10,12,55,165
GoAir,Banglore,Delhi,0,No info,55.53,27,4,1,7,45,10,40,175
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,24,5,0,20,0,23,35,1655
Multiple carriers,Delhi,Cochin,1,No info,169.52,3,3,1,8,55,18,50,595
IndiGo,Kolkata,Banglore,0,No info,49.08,18,3,0,17,15,19,55,160
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,27,3,0,15,50,17,20,90
Jet Airways,Delhi,Cochin,1,No info,173.4,6,3,0,9,55,4,25,1110
Jet Airways,Delhi,Cochin,1,No info,187.26,6,3,0,22,20,19,45,1285
Air India,Mumbai,Hyderabad,0,No info,34.1,18,6,0,6,20,7,40,80
Jet Airways,Banglore,Delhi,0,No info,79.52,1,5,0,18,55,22,0,185
IndiGo,Kolkata,Banglore,0,No info,52.84,24,4,0,14,25,16,55,150
Jet Airways,Banglore,Delhi,0,In-flight meal not included,63.46,24,6,0,8,20,11,20,180
Air Asia,Kolkata,Banglore,0,No info,48.22,18,3,0,19,35,22,5,150
Air India,Delhi,Cochin,1,No info,72.46,27,6,0,5,15,6,50,1535
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,21,3,0,5,45,19,10,805
Air India,Chennai,Kolkata,0,No info,77.9,15,3,0,11,40,13,55,135
SpiceJet,Chennai,Kolkata,0,No info,69.3,15,3,0,8,20,10,35,135
Jet Airways,Kolkata,Banglore,1,No info,160.28,6,6,0,8,25,16,20,475
IndiGo,Banglore,Delhi,0,No info,43.37,27,6,0,13,0,15,50,170
Multiple carriers,Delhi,Cochin,1,No info,75.66,21,5,0,14,55,0,55,600
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,21.62,1,4,0,5,45,7,15,90
Vistara,Kolkata,Banglore,1,No info,101.06,21,5,0,17,0,10,45,1065
Air India,Banglore,Delhi,0,No info,48.85,24,3,1,21,10,23,55,165
IndiGo,Banglore,Delhi,0,No info,110.74,1,3,0,8,30,11,30,180
IndiGo,Delhi,Cochin,1,No info,55.59,27,6,0,20,25,1,30,305
Multiple carriers,Delhi,Cochin,1,No info,77.05,6,6,0,6,0,21,0,900
Jet Airways,Kolkata,Banglore,1,No info,133.33,15,5,0,9,35,21,5,690
IndiGo,Delhi,Cochin,1,No info,65.03,27,5,0,15,10,20,0,290
Air Asia,Kolkata,Banglore,1,No info,57.11,1,4,0,7,35,19,25,710
IndiGo,Chennai,Kolkata,0,No info,39.57,9,6,1,13,15,15,35,140
Jet Airways,Banglore,Delhi,0,No info,88.18,9,3,1,18,20,21,0,160
Air India,Mumbai,Hyderabad,0,No info,22.55,15,3,0,15,0,16,25,85
SpiceJet,Banglore,Delhi,0,No check-in baggage included,53.23,21,3,0,9,35,12,30,175
IndiGo,Mumbai,Hyderabad,0,No info,44.54,27,5,0,6,25,7,55,90
Vistara,Delhi,Cochin,0,No info,68.38,18,6,0,6,0,9,10,190
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,21,6,0,22,20,0,40,140
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,41.96,15,3,0,6,55,9,35,160
Air India,Banglore,Delhi,0,No info,56.94,3,4,0,17,0,19,45,165
SpiceJet,Mumbai,Hyderabad,0,No info,22.19,9,5,0,22,45,0,15,90
Vistara,Kolkata,Banglore,1,No info,101.06,9,5,0,7,10,9,5,1555
Vistara,Banglore,Delhi,0,No info,127.58,9,3,1,9,50,12,35,165
Jet Airways,Delhi,Cochin,2,No info,143.15,1,6,1,19,30,12,35,1025
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,1,6,1,19,15,12,35,1040
Air India,Delhi,Cochin,2,No info,109.08,9,4,0,20,15,19,15,1380
Jet Airways,Kolkata,Banglore,1,No info,156.54,24,3,1,16,55,12,0,1145
Jet Airways,Banglore,Delhi,0,In-flight meal not included,79.52,15,6,1,11,10,14,5,175
IndiGo,Delhi,Cochin,1,No info,69.48,27,3,0,17,10,1,35,505
Air Asia,Kolkata,Banglore,0,No info,48.22,9,3,1,10,20,12,55,155
Air India,Delhi,Cochin,2,No info,147.19,12,6,0,16,55,19,15,1580
IndiGo,Chennai,Kolkata,0,No info,47.65,12,5,1,11,35,14,0,145
Air India,Delhi,Cochin,1,No info,97.98,15,6,1,13,30,23,0,570
IndiGo,Kolkata,Banglore,0,No info,52.84,12,6,0,4,40,7,15,155
Air India,Delhi,Cochin,1,No info,169.48,6,3,0,7,0,7,40,1480
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,27,5,0,10,0,4,25,1105
Multiple carriers,Delhi,Cochin,1,No info,75.71,27,3,0,13,0,21,0,480
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,38.97,3,5,0,17,45,20,5,140
IndiGo,Banglore,Delhi,0,No info,47.12,6,5,0,1,30,4,15,165
IndiGo,Mumbai,Hyderabad,0,No info,26.81,3,5,0,21,20,22,50,90
SpiceJet,Kolkata,Banglore,0,No info,45.91,18,4,0,22,20,0,40,140
Jet Airways,Kolkata,Banglore,1,No info,162.59,21,5,0,20,0,12,0,960
Air India,Kolkata,Banglore,2,No info,164.56,21,5,0,16,45,8,55,970
Jet Airways,Banglore,Delhi,0,In-flight meal not included,63.46,27,6,0,11,10,14,5,175
